WNAM,FEM
"Rigalt Fargas, Pau (or Pablo)",
"Rigalt Farriols, Lluís (or Louis, or Luis)",
"Rigol Font, Ramon",
"Rincón de Figueroa, Fernando (or Hernando) del",
"Rincón García, Carlos",
"Rincón Garrido, Vicente",
"Rincón, Francisco de",
"Rioja, Domingo de la",
"Ríos, Ricardo de los",
"Riosca, Joaquín",
"Ripoll Plana, Lluís (or Luis)",
Ripoll Tarascó,
"Ripoll, School of, Anonymous Painters of",
"Ripoll, School of, Anonymous Sculptors of",
"Rippol Coca, Alberto",
"Riquer Inglada, Alexandre (or Alejandro) de (Conde de Casa Dávalos)",
"Risques Trillas, Manuel",
"Risueño, José (or Josef)",
"Riu Baragnes, Pere (or Pedro)",
"Rius Zunon, María",
"Ríus, Juan",
"Rivelles Guillén, Juan",
"Rivera Bagur, Miquel (or Miguel)",
Rivero,
"Rivero, José",
"Rizi, Francisco",
"Rizi, Fray Juan Andrés",
"Robió, Bartomeu (or Bartolomé)",
"Robledano, José",
"Robles Martínez, José",
"Robles Quintana, Angel",
"Roca Carrasco, Joaquín",
"Roca Delpech, Jaume (or Jaime)",
"Roca Furnó, Leopold (or Leopoldo)",
"Roca y Delgado, Mariano de la",
"Rocamora, Manuel",
"Roch Minué, Pascual",
"Rocha Canals, Luis Eduardo de la",
"Rocha y González, Eduardo de la",
"Rochelt Amann, Juan José",
"Rodés, Vicente (or Vicenç, or Vicent)",
"Rodil, Clemente",
"Rodríguez Barcaza, Ramón",
"Rodríguez Blanes, Benito",
"Rodríguez Bonome, Santiago",
"Rodríguez Botas y Ghirlanda, Juan Manuel",
"Rodríguez Castelao, Alfonso",
"Rodríguez Catalán, Jesús",
"Rodríguez Clement, Francisco",
"Rodríguez de Guzmán, Manuel",
"Rodríguez de la Oliva, José",
"Rodríguez de la Torre, Pedro",
"Rodríguez de Losada, José María",
"Rodríguez de Miranda, Pedro",
"Rodríguez de Solís, Juan",
"Rodríguez de Toledo, Juan",
"Rodríguez Echevarría, Paulino Vicente",
"Rodríguez Hernández, Julio Antonio",
"Rodríguez Jaldón, Juan",
"Rodríguez Luna, Antonio",
"Rodríguez Moya, Rafael",
"Rodríguez Olavide, Genaro",
"Rodríguez Orgaz, Mariano",
"Rodríguez Puig, Guillem (or Guillermo)",
"Rodríguez Pusat, Francesc (or Francisco)",
"Rodríguez Sánchez Clement, Francisco",
"Rodríguez y Jiménez el Panadero, Juan",
"Rodríguez, Agustín",
"Rodríguez, Alonso (or Alfonso)",
"Rodríguez, Antonio",
"Rodríguez, José Julio",
"Rodríguez, Juan",
"Rodríguez, Juan",
"Rodríguez, Pedro",
"Rodríguez, Santiago",
"Rodríguez, Sebastián",
"Rodríguez, Ventura",
"Rodríguez-Acosta, José María",
"Roé Claramunt, Joan (or Juan)",
"Roelas, Juan de",
"Roësset Velasco, Marisa",
"Roger y Alba, José",
"Roig Asuar, Pedro",
"Roig Cisa, Pau (or Pablo)",
"Roig Enseñat, Lluís (or Luis)",
"Roig Estradé, Pau (or Pablo)",
"Roig Soler, Joan (or Juan)",
"Roig, José",
"Roig, Salvador",
"Roiz, Pilar",
"Rojas, José (Conde de Casa-Rojas)",
"Roldán the Elder, Pedro",
"Roldán the Younger, Pedro",
"Roldán y Martínez, José",
"Roldán, Enrique",
"Roldán, José",
"Romagosa Trill, Martí (or Martín)",
"Román, Bartolomé",
"Romana, Pedro",
"Romay, Miguel de",
"Romea y Ezquerra, Ramón",
"Romero Barros, Rafael",
"Romero de Torres, Enrique",
"Romero de Torres, Julio",
"Romero de Torres, Rafael",
"Romero Escasi, José",
"Romero Jiménez, Rafael",
"Romero López, José María",
"Romero Mateo, Angel",
"Romero Orozco, Honorio",
"Romero y Landa, José",
"Romero, Juan Bautista",
"Romeros, G.",
"Romeu, Jaume (or Jaime)",
"Romeu, Lluciá (or Luciano, or Luis)",
Rómulo de Florencia,
"Ron, Manuel de",
"Ron, Pablo (or Pedro)",
"Roqueta, Ramon",
"Ros Bofarull, Joaquim (or Joaquín)",
"Ros García, Vicente",
"Rosa, A. de la",
"Rosa, Manuel de la",
"Rosales, Diego de",
"Rosales, Eduardo",
"Rosales, Gerardo",
"Rosell Altimira, Antoni (or Antonio)",
"Roselló Roselló, Llorenç (or Lorenzo)",
"Rosi, Andrés",
"Rosich Arnavat, Antoni (or Antonio)",
"Rotondo y Rabasco, Antonio",
"Roussillon, School of, Anonymous Painters of",
"Roussillon, School of, Anonymous Sculptors of",
"Rovira Brocandel, Hipólito",
"Rovira Soler, Josep (or José)",
"Rovirosa Blanc, Joan (or Juan)",
"Roy Lhardy, Feliciano",
"Ruano Llopis, Carlos",
"Rubiales, Miguel de",
"Rubiales, Pedro de",
"Rubio Jiménez, Mariano",
"Rubio Rosell, Rafael",
"Rubió Rosell, Robert (or Roberto)",
"Rubio Sánchez, Adolfo",
"Rubio, Joaquín",
"Rueda, Miguel",
"Ruesga, Juan de",
"Ruipérez, Luis (or Louis)",
"Ruiz Blasco, José",
"Ruiz de Almodóvar, José",
"Ruiz de Cáceres, Narciso",
"Ruiz de la Iglesia, Francisco Ignacio",
"Ruiz de Sarabia, Andrés",
"Ruiz de Valdivia, Nicolás",
"Ruiz de Zubiate, Martín",
"Ruiz Florindo, Alonso",
"Ruiz García-Trejo, José",
"Ruiz Gijón, Francisco",
"Ruiz Gijón, Juan Carlos",
"Ruiz González, Pedro",
"Ruiz Guerrero, Manuel",
"Ruiz III, Hernán (or Fernán)",
"Ruiz Luna, Justo",
"Ruiz Martínez, Ezequiel (or Ecequiel)",
"Ruiz Melgarejo, Juan",
"Ruiz Morales, Francisco",
"Ruiz Morquecho, Valentín",
"Ruiz Pulido, Cristóbal",
"Ruiz Sánchez Morales, Manuel Bernardino",
"Ruiz Soriano, Juan",
"Ruiz the Elder, Hernán (or Fernán)",
"Ruiz the Younger, Hernán (or Fernán)",
"Ruiz, Bartolomé",
"Ruiz, Joanes Potricius",
"Rumoroso y Valdés, Enrique",
"Rusiñol, Santiago",
"Sabaté Jaumà, Pau (or Pablo)",
"Sabater Salabert, Daniel",
"Sabater Vilar, Jesús",
"Sabatés Andorrà, Salvador",
"Saborit y Aroza, Enrique",
"Saboya, Pedro de",
"Sadurní Deop, Celestí (or Celestino)",
"Sáenz de Tejada, Carlos",
"Sáenz Hermúa, Eduardo",
"Sáenz Sáenz, Pedro",
"Sagnier Vidal, Manuel",
"Saint-Aubin, Alejandro",
"Sainz de la Maza, Francisco (or Francesc)",
"Sainz de Morales, Gumersindo",
"Sainz, Casimiro",
"Sala Francés, Emilio (or Emili)",
"Sala Gabriel, Joan (or Juan)",
"Sala, Rafael (or Rafel)",
"Salamanca, Fray Francisco de",
"Salamanca, School of, Anonymous Painters of",
"Salamanca, School of, Anonymous Sculptors of",
"Salas, Carlos (or Carles)",
"Salaverría Inchaurrandieta, Elías",
"Salazar, Ambrosio de",
"Salazar, Juan de",
"Salcedo, Diego de",
"Salcedo, Juan de",
"Salces, Manuel",
"Sales Roviralta, Francesc (or Francisco)",
"Salesa, Buenaventura",
"Salgado, Demetrio",
"Salinas Teruel, Agustín",
"Salinas Teruel, Juan Pablo",
"Salís Camino, José",
"Salmerón, Exoristo",
"Saló Junquet, José (or Josep)",
Salomón,
"Salvadó Aragonès, Jacint",
"Salvador Carmona, José (or Josef)",
"Salvador Carmona, Juan Antonio",
"Salvador Carmona, Luis",
"Salvador Carmona, Manuel",
"Salvador Gómez, Luciano",
"Salvador Gómez, Vicente (or Vizente)",
"Salvador i Voltes, Joan",
"Salvatierra y Molero, Ramón",
"Salzillo y Alcaraz, Francisco",
"Salzillo y Alcaraz, José Antonio",
"Salzillo y Alcaraz, Patricio",
"Samsó, Joan (or Juan)",
"San Gil y Villanueva, Manuel",
"San José, Francisco",
"San Leocadio, Felipe Pablo de",
"San Leocadio, Paolo (or Pablo, or Paulo) de",
"San Martín, Julián",
"San Millán de la Cogolla, Scriptorium of, Anonymous Painters of",
"Sancha y Lengo, Francisco",
"Sancha y Valverde, José",
"Sánchez Barbudo, Salvador",
"Sánchez Campillo, José",
"Sánchez Cayuela, Emilio",
"Sánchez Coello, Alonso (or Alonzo)",
"Sánchez Cotán, (Fray) Juan",
"Sánchez Cotán, Juan",
"Sánchez de Agrela, Pedro",
"Sánchez de Castro, Juan",
"Sánchez de Guadalupe, Antón I",
"Sánchez de Guadalupe, Antón II",
"Sánchez de Guadalupe, Diego",
"Sánchez de Guadalupe, Miguel",
"Sánchez de la Peña, Luis",
"Sánchez de Ribera, (Fray) Alvar",
"Sánchez de Segovia, Antón",
"Sánchez Díaz, Leopoldo",
"Sánchez Fernández, Juan Miguel",
"Sánchez I, Pedro",
"Sánchez II, Juan",
"Sánchez II, Pedro",
"Sánchez Martínez, Luis",
"Sánchez Perrier, Emilio",
"Sánchez Pescador, José",
"Sánchez Picazo, Pedro",
"Sánchez Ramos, Manuel",
"Sánchez Robles, Julio",
"Sánchez Santarén, Luciano",
"Sánchez Sarabia, Diego",
"Sánchez Solá, Eduardo",
"Sánchez, Alberto",
"Sánchez, Antón",
"Sánchez, Antón (or Antonio)",
"Sánchez, Clemente",
"Sánchez, Diego",
"Sánchez, Diego",
"Sánchez, Enrique",
"Sánchez, Juan",
"Sánchez, Manuel",
"Sánchez, Mariano",
"Sánchez, Melchor",
"Sánchez, Nufro (or Nufio, or Nufrio)",
"Sánchez-Cid y Agüero, Agustín",
Sancho,
Sancho de Zamora,
"Sancho Piqué, Josep (or José)",
"Sancho San José, Mariano",
"Sandalinas Fornàs, Joan (or Juan)",
"Sanjuan Tarré, Bernat (or Bernardo)",
"Sanmartín de la Serna, Juan",
"Sans Cabot, Francesc (or Francisco)",
"Sans Castaño, Francesc (or Francisco)",
"Sansón Martí, José",
Santa Cruz,
"Santa Cruz y Bustamante, Ramiro de",
"Santa Cruz, Ricardo",
"Santa María Nadal, Juan",
"Santa Marina, José María",
"Santafé Largacha, Antonio",
"Santamaría Alvarez, Juan José",
"Santamaría Sedano, Marceliano",
"Santana, Santiago",
"Santana, Tomás",
"Santaolaria Montoro, Vicente",
"Santasusagna, Ernest (or Ernesto)",
"Santiago de Compostela, School of, Anonymous Painters of",
"Santiago de Compostela, School of, Anonymous Sculptors of",
"Santigosa Vestraten, Josep Anicet (or José Aniceto)",
"Santísimo Sacramento, Fray Juan del",
"Santonja Rosales, Eduardo",
"Santos Murillo, Eduardo",
"Santos, Miguel de los",
"Sanvisens Marfull, Ramon",
"Sanz Arizmendi, José",
"Sanz Carta, Valentín",
"Sanz Jiménez, Luis",
"Sanz y de Santos, Santos",
"Sanz, Román",
"Sarabia, José (or Josef) de",
"Sarabia-Benítez Ruiz de Esquive, Rafael",
"Saragossa, Llorenç (or Lorenzo)",
"Saragossa, School of, Anonymous Painters of",
"Saragossa, School of, Anonymous Sculptors of",
"Sardà Ladico, Francesc (or Francisco)",
"Sargado, Rodriguez",
"Sariñena, Cristóbal",
"Sariñena, Francisco",
"Sariñena, Juan",
"Satory, M.",
"Saumells Panadès, Lluís Maria (or Luis María)",
"Saura Pacheco, Fulgencio",
"Saura, (Mosén, or Padre) Domingo",
"Savall Romeu, Juan",
"Sayol Sala, Tomàs",
"Scaparra, Pedro",
"Sebastián María Gabriel de Borbón (Infante de España), [S.A.R.] (Don)",
"Sedano, Alonso (or Alfonso) de",
"Segarra, Antoni",
"Segarra, Jaume (or Jaime, or Jayme)",
"Segimón Cisa, Pere (or Pedro)",
"Segovia, Juan de",
"Segrelles Albert, José",
"Seguí Arechavala, Mamerto",
"Segundo García, Ricardo",
"Segura Elías, Ramón",
"Segura Iglesias, Agustín",
"Segura Iglesias, Enrique",
"Segura Monforte, Francesc Rafael (or Francisco Rafael)",
"Seijo Rubio, José",
"Seiquer López, Alejandro",
"Seix Miralta, Joan",
"Sempere Sanchiz, Pascual",
"Senet, Rafael",
"Sentenach y Cabañas, Narciso",
"Seo de Urgel, School of, Anonymous Painters of",
"Seo de Urgel, School of, Anonymous Sculptors of",
"Serafí, Pere (or Pedro)",
"Serna, Ismael González de la",
"Serra I, Francesc",
"Serra II, Francesc (or Francisco)",
"Serra Auqué, Enric (or Enrique)",
"Serra Buixó, Mateo (or Mateu)",
"Serra Castellet, Francesc (or Francisco)",
"Serra Farnés, Pere (or Pedro)",
"Serra Güell, Eudald (or Eudaldo)",
"Serra Melgosa, Joan (or Juan)",
"Serra Porson, Josep (or José)",
"Serra, Bernat (or Bernardo)",
"Serra, Jaume (or Jacobo, or Jaime)",
"Serra, Jaume (or Jaime)",
"Serra, Joan (or Juan)",
"Serra, Pere (or Pedro)",
"Serrano Bossio, Pedro",
"Serrano Serra, Josep Miquel",
"Serrano, Pablo",
"Serret y Comín, Nicasio",
"Sert Badia, Josep Maria (or José María)",
"Servando, Antonio",
"Setuain de la Torre, Andrés",
"Sevilla y Sánchez, Nicasio",
"Sevilla, Juan de",
"Sevilla, Juan de",
"Seville, School of, Anonymous Painters of",
"Seville, School of, Anonymous Sculptors of",
"Sierra Oviedo, Tomás de",
"Sierra Vidal, Tomás de",
"Sierra, (Fray) Jacinto de",
"Sierra, Francisco de",
"Sierra, José de",
"Sierra, Pedro de",
"Sigüenza Alonso, Manuel",
"Sigüenza y Chavarrieta, Joaquín",
"Siles Badía, Alfonso",
"Siloé, Diego de",
"Siloé, Gil (or Giles, or Guilles, or Xil) de",
"Silos, School of, Anonymous Painters of",
"Silos, School of, Anonymous Sculptors of",
"Silva, Bernardo Manuel de",
"Silva, Claudi (or Claudio)",
"Silva, Juan Jacinto de",
"Silva, Juan Manuel de",
"Silvela Casado, Mateo",
"Silvera, Antonio",
"Simarro, Ramón",
"Simó, Juan Bautista (or Juan-Baptista)",
"Simonet Castro, Bernardo",
"Simonet Castro, Enrique",
"Simonet Lombardo, Enric (or Enrique)",
"Simont Guillén, Josep (or José)",
"Sisquella Oriol, Alfred (or Alfredo)",
"Sivilla Torres, Emili (or Emilio)",
"Sobejano López, José María",
"Sobrino Buhigas, Carlos",
"Solà Vidal, Andreu (or Andrés)",
"Solà, Antoni (or Antonio)",
"Solà, Esteve (or Esteban, or Esteva)",
"Solà, Ramon I",
"Solà, Ramon II",
"Solana, Nicolás",
"Solanic Bàlius, Rafael",
"Soldevila Trepat, Ramon",
"Soldevila Valls, Miquel (or Miguel)",
"Solé Jorba, Vicenç (or Vicente)",
"Soler de les Cases, Ernest",
"Soler Forcada, Josep (or José)",
"Soler Gatvillaró, Guillem (or Guillermo)",
"Soler Gili, Domènec (or Domingo)",
"Soler i Rovirosa, Francesc (or Francisco)",
"Soler Liró, Ramón",
"Soler Llopis, Eduardo",
"Soler Pérez, Rigoberto",
"Soler Puig, Joan (or Juan)",
"Soligó Tena, Josep (or José)",
"Solís Avila, Antonio",
"Solís y Rivadeneyra, Antonio",
"Solís, Francisco de",
"Solives, Francesc (or Francisco)",
"Solórzano, Bartolomé de",
"Soraje, Pedro",
"Soreda, Juan (or Joan) de",
"Sorelló, Miguel (or Miquel)",
"Soria Aedo, Francisco",
"Soria Santa Cruz, Enrique",
"Soria, Antonio",
"Soria, Eduardo",
"Soria, Martín de",
"Soria, Salvador",
"Soria, School of, Anonymous Sculptors of",
"Soriano Fort, José",
"Soriano Montagut, Inocencio",
"Soriano Murillo, Benito",
"Sorolla, Joaquín",
"Soto, C.",
"Soto, Roberto",
"Soulere Martí, Pere (or Pedro)",
"Souto Cuero, Alfredo",
"Souto Feijoo, Arturo",
"Spanish School, Anonymous Painters of",
"Spanish School, Anonymous Sculptors of",
"Spano, Antonio",
"Stolz Seguí, Ramón",
"Stolz Viciano, Ramón",
"Storm, Ferdinand (or Fernando, or Hernando)",
"Suárez de Orozco, Martín",
"Suárez Llanos, Ignacio",
"Suárez Llanos, José",
"Suárez Peregrín, José",
"Suárez, Lorenzo",
"Subirats Samora, Josep",
"Sucre de Grau, Josep Maria (or José María) de",
"Summers Bradley, Francisco",
"Summers e Isern, Ricardo",
"Suñol, Jerónimo (or Jeroni)",
"Sunyer Miró, Joaquim (or Joaquín)",
Suranol,
"Surós Forns, Santí (or Santiago, or Santino)",
"Surribes i Riera, Francesc (or Francisco)",
"Surroca, Manuel",
"Susillo Fernández, Antonio",
"Taibo González, Germán",
"Talarn Anglès, Pelegrí (or Pelegrín)",
"Talarn, Francisco",
"Talarn, Guillem (or Guillermo)",
"Talavera, Leoncio",
Tamarinde,
"Tamarit García, José",
"Tamburini Dalmau, Josep Maria (or José María)",
"Tapiola Gironella, Josep Maria",
"Tapiró Baró, Josep (or José)",
"Tarragó, Fernando",
"Tarragona, Joan (or Juan) de",
"Tàrrega Viladoms, Ricard (or Ricardo)",
"Tarza, Carlos",
"Tataret Balasch, Josep (or José)",
"Texidor Busquets, José",
"Teixidor Torres, Modest (or Modesto)",
"Tejeo, Rafael",
"Tellaeche, Julián de",
"Tenas Alivés, Josep (or José)",
"Terencio Farré, José",
"Termens Mauri, Ramon",
"Terrencs, Pere (or Pedro)",
"Terruella Matilla, Joaquim (or Joaquín)",
"Tersol Artigas, Josep (or José)",
"Teruel, School of, Anonymous Painters of",
"Teruel, School of, Anonymous Sculptors of",
"Tey Planas, Angels (or Angeles)",
"Thalo, Alonso",
"Tharrats, Joan Josep (or Juan José)",
"Theotocópuli, Jorge Manuel",
"Timón Ambrosio, Mariano",
"Timor, Guillem (or Guillermo)",
"Tinoco Ortiz, Mauricio",
Tioda,
"Tirado, Fernando",
"Tizón, Artos (or Artus)",
"Togores Llach, Josep (or José) de",
"Toledo Pérez, José Gregorio",
"Toledo, Fernando de",
"Toledo, Juan Bautista de",
"Toledo, Juan de",
"Toledo, School of, Anonymous Painters of",
"Toledo, School of, Anonymous Sculptors of",
"Tolosa Alsina, Aureli (or Aurelio)",
"Tolosa, (Hermano) Juan de",
"Tolsá, Manuel",
"Tomás Hernández, Antonio",
"Tomás Pérez, Angel",
"Tomás, Francisco",
"Tomás, Rafael",
"Tomasich, Antonio",
"Tomé, Narciso",
"Tordesillas de Lara, Julián",
"Tordesillas, Gaspar de",
"Torent Marsans, Eveli (or Avel.lí, or Evelio)",
"Torija Domínguez, Miguel",
"Torné Esquius, Pere (or Pedro)",
"Torner Guerra, Alberto de",
"Torner, Martí (or Martín)",
"Torner, Pedro",
"Torrado, Antonio",
"Torras Armengol, Francesc (or Francisco)",
"Torras Bachs, Joan",
"Torre Berastegui, Quintín de",
"Torre Estefanía, Rafael de la",
"Torre Isunza, Pedro de",
"Torre López, Antonio de la",
"Torre, Francisco de la",
"Torrecilla, Juan de",
"Torrent Riu, Ramón",
"Torrents  d'Amat, Estanislau (or Estanislao)",
"Torres Clavero, Antonio",
Torres de Marcilla,
"Torres Fuster, Antoni (or Antonio)",
"Torres González, Antonio",
"Torres, Antonio (or Antoni)",
"Torres, Clemente de",
"Torres, Matías de",
"Torres-García, Joaquín (or Joaquim)",
"Torrescassana Sallarés, Francesc (or Francesco, or Francisco)",
"Tortosa, Francisco",
"Tournai, Joan (or Juan) de",
"Tovar, Alonso Miguel de",
"Tovar, Juan de",
"Tovar, Manuel",
"Tramulles the Elder, Llàtzer (or Lázaro)",
"Tramulles i Roig, Francesc",
"Tramulles i Roig, Manuel",
"Tramulles the Younger, Llàtzer",
"Tramulles, Bru (or Bruno)",
"Tramulles, Josep (or José)",
"Triadó Mayol, Josep (or José)",
"Triadó Nolla, Alberto",
"Trigo, Zenon",
"Trilles, Miguel Angel",
"Tristán, Luis",
"Truyol, Bernardo (or Bernat)",
"Tubilla, Julio",
"Tudela Perales, Joaquín (or Joaquim)",
"Tudela, School of, Anonymous Sculptors of",
"Turina y Areal, Joaquín",
"Tusell Graner, Salvador",
"Tuset Tuset, Salvador",
"Tusquets Maignon, Ramon (or Raimondo)",
"Ubierna, José Manuel González",
"Uceda, Juan de",
"Ucelay, José María",
"Udias González, José",
"Ugalde, Juan Bautista",
"Ugarte, Ignacio",
"Unceta y López, Marcelino de",
"Uranga, Pablo",
"Uranga, Santiago",
"Urbina, Diego de",
"Urgell, Modest (or Modesto)",
"Urgell, Ricard (or Ricardo)",
"Urgellès de Tovar, Feliu (or Félix)",
"Urgellès Trías, Manuel",
"Uria Uria, José María",
"Uribe Aguirre, Guillermo",
"Urmeneta, Juan José de",
"Urquiola y Aguirre, Eduardo",
"Urquiza, Domingo",
"Urrabieta Vierge, Daniel",
"Urrutia Olarán, Jenaro de",
"Uruñuela, Jesús",
"Utrillo Viadera, Antoni (or Antonio)",
"Utrillo, Miguel (or Miquel)",
"Vaamonde Cornide, Joaquín",
Vaimiar,
"Val y Colomé, Julio (or Juli) del",
"Valdecara y González, Germán",
"Valdés Leal, Juan de",
"Valdés, Lucas",
"Valdivieso y Henarejos, Domingo",
"Valdivieso, Juan de",
"Valdoma, Martín de",
"Valencia, Jerónimo de",
"Valencia, Juan (or Joan) de",
"Valencia, Juan de",
"Valencia, Pedro de",
"Valencian School, Anonymous Painters of",
"Valencian School, Anonymous Sculptors of",
"Valenzuela y Chacón, Juan",
"Valero Arbiol, Carles (or Carlos)",
"Valero, (Mosén) Cristóbal (or Christóval)",
"Valero, J. Pío",
"Vall, Pere (or Pedro)",
"Valladolid, School of, Anonymous Painters of",
"Valladolid, School of, Anonymous Sculptors of",
"Vallcorba y Mexía, Cayetano",
"Valldeperes, Eusebi",
"Valle Sandoval, Juan de Dios del",
"Valle, Evaristo",
"Vallejo y Galeazo, José",
"Vallejo, Juan de",
"Valles, Lorenzo",
"Vallespín y Aivar, José",
"Vallhonrat Sadurní, Joan (or Juan)",
"Vallmitjana Abarca, Agapit (or Agapito, or Agopito)",
"Vallmitjana Barbany, Agapit (or Agapito, or Agopito)",
"Vallmitjana Barbany, Venanci (or Venancio)",
"Vallmitjana Garrido, August (or Augusto)",
"Vallmitjana Vallés, Abel",
"Valls Martí, Nolasc (or Nolasco)",
"Valls Quer, Maurici (or Mauricio)",
"Valls Sanmartí, Ernest (or Ernesto)",
"Valls, Domènec (or Domingo)",
"Valls-Clusas, Miquel Joan (or Miguel Juan)",
"Vallsera, Antoni (or Antonio)",
"Vallsera, Jaume (or Jaime)",
"Valmaseda, Juan de",
"Valois, Ambrosio (or Ambrogio)",
"Valverde Lasarte, Joaquín",
"Valverde, Antonio",
"Vancells Barba, Joan",
"Vancells Puigcercós, Joan (or Juan)",
"Vancells Vieta, Joaquim (or Joaquín)",
"Vandelvira, Andrés de",
"Vaquero Palacios, Joaquín",
"Varela Isabel, Emilio",
"Varela Sartorio, Eulogio",
"Varela, Francisco",
"Vargas Ruiz, Guillermo",
"Vargas, Andrés",
"Vargas, Francisco de",
"Vargas, Luis de",
"Vasallo Parodi, Juan Luis",
"Vásquez del Río, Suso Salvador",
"Vassallo Dorronzoro, Eduardo",
"Vayreda Casabó, Francesc (or Francisco)",
"Vayreda Vila, Joaquim (or Joaquín)",
"Vayreda Vila, Marià (or Marian, or Mariano)",
"Vázquez Aggerholm, Rafael",
"Vázquez Alonso, Pedro",
"Vázquez de Castro, Antonio",
"Vázquez Díaz, Daniel",
"Vázquez the Elder, Juan Bautista",
"Vázquez the Younger, Juan Bautista",
"Vázquez Ubach, Nicanor",
"Vázquez Ubeda, Carlos",
"Vázquez, (Frate) Antonio",
"Vázquez, Agustín",
"Vázquez, Alonso (or Alfonso)",
"Vázquez, Amaro",
"Vázquez, Antonio",
"Vázquez, Jerónimo (or Gerónimo)",
"Vázquez, José",
"Vázquez, Lorenzo",
"Vega Cruces, José",
"Vega Marrugal, José de la",
"Vega Muñoz, Francisco de",
"Vega Muñoz, Pedro de",
"Vega, A.",
"Vega, Antonio (or Antón) de",
"Vega, Francisco de la",
"Vega, Gaspar de",
"Vega, Pedro de",
"Velasco the Elder, Diego de",
"Velasco the Younger, Diego de",
"Velasco, Cristóbal de",
"Velasco, Luis de",
"Velázquez Espino, Carlos",
"Velázquez Querol, Vicente",
"Velázquez Vaca, Francisco",
"Velázquez, Diego",
"Vélez, Luis (or Luys)",
"Veloso Molina, Ignacio",
"Ventosa Domènech, Josep (or José)",
"Vera Calvo, Juan Antonio",
"Vera Estaca, Alejo",
"Vera Sales, Enrique",
"Verdaguer, Miquel (or Miguel)",
"Verde Rubio, Ricardo",
"Verdejo, Y.",
"Verdera, Nicolau (or Nicolás)",
"Verdes Montenegro, Elena",
"Verdugo Landi, Ricardo",
"Vergara Bartual, Francisco",
"Vergara the Elder, Francisco",
"Vergara the Elder, Nicolás de",
"Vergara the Younger, Francisco",
"Vergara the Younger, Nicolás de",
"Vergara, Arnao (or Arnold) de",
"Vergara, Ignacio",
"Vergara, José (or Josef)",
"Vergaz, Alfonso Giraldo",
"Verger Fioretti, Carlos",
"Vergós I, Jaume (or Jaime)",
"Vergós II, Francesc",
"Vergós II, Jaume (or Jaime)",
"Vergós, Francesc (or Francisco)",
"Vergós, Pau (or Pablo)",
"Vergós, Rafael",
"Vermell Busquets, Lluís (or Luis)",
"Veza, T.",
"Vial Hugas, Eduard (or Eduardo)",
"Viaplana Casamala, Santiago",
"Vicens Cots, Joan (or Juan)",
"Vicent Cortina, Salvador Octavio",
"Vicent Mengual, Julio (or Juli)",
"Vicent Suria, Carmelo (or Carmel)",
"Vicente Pérez, Eduardo",
"Vicente, Esteban",
"Viciano Martí, José (or Josep)",
"Vico Hernández, Miguel",
Victor-Hino (pseud.),
"Vidal Abascal, Enrique",
"Vidal Galicia, Francesc (or Francisco) (pseud.).",
"Vidal Gomà, Francesc (or Francisco)",
"Vidal Molné, Lluís (or Luis)",
"Vidal Riera, Mateo",
"Vidal Rolland, Antoni (or Antonio)",
"Vidal Ventosa, Joan (or Juan)",
"Vidal y Compairé, Florencio",
"Vidal, Dionís (or Dionisio)",
"Vidal, José",
"Vidal, Juan",
"Vidal, Pedro Antonio",
"Vidal-Quadras Veiga, Aleix",
"Vidal-Quadras Villavecchia, Josep Maria (or José María)",
"Vidarte, Domingo de",
"Vigarny, Felipe",
Vigila,
"Vila Arrufat, Antoni (or Antonio)",
"Vila Cañellas, José María (or Josep Maria)",
"Vila Cinca, Joan (or Juan)",
"Vila García, César",
"Vila Prades, Julio",
"Vila Puig, Joan (or Juan)",
"Viladomat Massanes, Josep",
"Viladrich Vilà, Miquel (or Miguel)",
"Vilallonga Balam, Jaume (or Jaime)",
"Vilar Roca, Manuel",
"Vilar Torres, José",
"Vilardebó Cirach, Guifré (or Wifredo)",
"Vilàs Fernández, Darius (or Darío)",
"Vilatobà Ros, Màrius (or Mario)",
"Vilches, José",
"Villà Bassols, Guillem (or Guillermo)",
"Villà Bassols, Miquel (or Miguel)",
"Villa, Federico",
"Villabrille y Ron, Juan Alonso (or Juan Alfonso)",
"Villacis, Nicolás (or Nicholas) de",
"Villafranca y Malagón, Pedro de",
"Villahermosa, Pedro Antonio",
"Villalengua Funes, Gregorio",
"Villalobos Díaz, Miguel",
"Villalpando, Francisco de",
"Villamil Marraci, Bernardo",
"Villandrando, Rodrigo de",
"Villanua Hervas, José",
"Villanueva Barbales, Juan de",
"Villanueva, (Fray) Antonio de",
"Villanueva, Alonso de",
"Villanueva, Diego de",
"Villanueva, Juan de",
"Villar y Navarro, Rafael del",
"Villar, Cesáreo",
"Villarreal, Martín de",
"Villegas Brieva, Manuel",
"Villegas Cordero, José",
"Villegas Cordero, Ricardo",
"Villegas Marmolejo, Pedro de",
"Villodas de la Torre, Ricardo de",
"Villoldo, Francisco",
"Villoldo, Isidro de",
"Villoro Agell, Joan (or Juan)",
"Viló Rodrigo, José",
"Vilomara, Maurici (or Mauricio)",
Vimara,
"Vimercado, Milán (or Millán)",
"Viñes, Hernando",
"Viñés, Roberto",
"Viniegra y Lasso de la Vega, Salvador",
"Viola, Manuel",
"Viscaí Albert, Fernando (or Ferran)",
"Visigothic School, Anonymous Sculptors of",
"Viudes, Vicente",
"Vivancos, Miguel García",
