RN,WNAM,,LCN,FRESCOSH,BDATN,BQN,BQEN,BDQN,DDATN,DQN,DQEN,DDQN,OPRN,OQN,OOQN,WDATES,SDATN,SDAT2N,CENN,CNUMN,SCHN,NSCHP,CLNON,MEDN,NBN,UDATN,FEM,CLN,UNCLN,SUPN,STAMPN,UPN,teaser,SORTNAME,FirstLetter,SEARCH,alts,holdings,bestname,,recid,notes,earliestdate,latestdate,latest,earliest,problem,teasterweb,event,more,teasterweb2,,,
2423,"Ara Sarradell, María",,"Ara Sarradell, María, 1932-",,1932,n.,,n.1932,,,,,p.1968,exh.,exh.p.1968,n.1932-exh.p.1968,1932,1932,,,Barcelona,Spanish,800,,,,Y,,,,MB |D 1992 02 04 |T 17:20:10,MB |D 1992 02 04 |T 17:20:10,,"Ara Sarradell, María",A,"Ara Sarradell, María Sarradell, María Ara*","Sarradell, María Ara*",,"Ara Sarradell, María, 1932-",,315,Barcelona. ,1932,1968,1968,1932,,,"<event start='1932' end='1968' isDuration='true' title='Ara Sarradell, María' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1932-exh.p.1968; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=315'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=315'&gt;more...&lt;/a&gt;,n.1932-exh.p.1968; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=315,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=315</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
4633,"Aramendía de San Segundo, María Victoria",,"Aramendía de San Segundo, María, 1924-active 1980",,1924,n.,,n.1924,,,,,1980,doc.,doc.1980,n.1924-doc.1980,1924,1924,,,Basque Country,Spanish,800,,,,Y,0,0,0,MJO |D 1989 08 04 |T 11:14:57,MPI |D 1990 12 14 |T 14:36:50,,"Aramendía de San Segundo, María Victoria",A,"Aramendía de San Segundo, María Victoria Aramendía, V.","Aramendía, V.",0,"Aramendía de San Segundo, María, 1924-active 1980",,321,Basque Country. ,1924,1980,1980,1924,,,"<event start='1924' end='1980' isDuration='true' title='Aramendía de San Segundo, María Victoria' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1924-doc.1980; Basque Country  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=321'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=321'&gt;more...&lt;/a&gt;,n.1924-doc.1980; Basque Country,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=321,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=321</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
175,"Aranda, Pilar",,"Aranda, Pilar, 1914-",,1914,n.,,n.1914,,,,,1973,exh.,exh.1973,n.1914-exh.1973,1914,1914,,,Saragossa; Catalonia,Spanish,800,Watercolorist,,,Y,0,0,0,MJO |D 1989 08 04 |T 11:43:57,JEFF |D 1996 06 26 |T 14:26:40,,"Aranda, Pilar",A,"Aranda, Pilar Aranda Nicolás, Pilar","Aranda Nicolás, Pilar",0,"Aranda, Pilar, 1914-",,326,Saragossa; Catalonia. ,1914,1973,1973,1914,,,"<event start='1914' end='1973' isDuration='true' title='Aranda, Pilar' classname='Watercolorist' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1914-exh.1973; Watercolorist; Saragossa; Catalonia  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=326'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=326'&gt;more...&lt;/a&gt;,n.1914-exh.1973; Watercolorist; Saragossa; Catalonia,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=326,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=326</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
2322,"Arangoa y Figueroa, Inocencia",,"Arangoa y Figueroa, Inocencia, 1884-1935",,1884,,,1884,1935,,,1935,,,,1884-1935,1884,1884,,,Basque Country; Oviedo; Madrid,Spanish,800,Painter and printmaker.,,,y,,,,SCR |D 1992 02 04 |T 12:50:41,SCR |D 1992 02 04 |T 12:50:41,,"Arangoa y Figueroa, Inocencia",A,"Arangoa y Figueroa, Inocencia Arangoa, Inocencia","Arangoa, Inocencia",,"Arangoa y Figueroa, Inocencia, 1884-1935",,329,Basque Country; Oviedo; Madrid. ,1884,1935,1935,1884,,,"<event start='1884' end='1935' isDuration='true' title='Arangoa y Figueroa, Inocencia' classname='Painter and printmaker.' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>1884-1935; Painter and printmaker.; Basque Country; Oviedo; Madrid  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=329'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=329'&gt;more...&lt;/a&gt;,1884-1935; Painter and printmaker.; Basque Country; Oviedo; Madrid,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=329,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=329</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
1123,"Arregui, Romana",,"Arregui, Romana, 1875-",,1875,n.,,n.1875,,,,,1944,exh.,exh.1944,n.1875-exh.1944,1875,1875,,,Bilbao,Spanish,800,Painter and printmaker,Born in Bilbao; resided in Paris.,,y,,,3,IMS |D 1990 10 01 |T 12:23:44,IMS |D 1990 10 04 |T 09:54:18,Born in Bilbao; resided in Paris...,"Arregui, Romana",A,"Arregui, Romana Arregui, Román","Arregui, Román",3,"Arregui, Romana, 1875-",,409,Bilbao. Born in Bilbao; resided in Paris.,1875,1944,1944,1875,,Born in Bilbao; resided in Paris... &lt;a href='../montias/browserecord.php?-action=browse&amp;-recid=409'&gt;more...&lt;/a&gt;,"<event start='1875' end='1944' isDuration='true' title='Arregui, Romana' classname='Painter and printmaker' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1875-exh.1944; Painter and printmaker; Bilbao  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=409'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=409'&gt;more...&lt;/a&gt;,n.1875-exh.1944; Painter and printmaker; Bilbao,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=409,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=409</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
2422,"Arrúe Calvo, Resurrección",,"Arrúe Calvo, Resurrección, 1922-",,1922,n.,,n.1922,,,,,,,,n.1922-,1922,1922,,,Basque Country,Spanish,800,,,,Y,,,,MB |D 1992 02 05 |T 09:10:49,MB |D 1992 02 05 |T 09:10:49,,"Arrúe Calvo, Resurrección",A,"Arrúe Calvo, Resurrección Calvo, Resurrección Arrúe*","Calvo, Resurrección Arrúe*",,"Arrúe Calvo, Resurrección, 1922-",,417,Basque Country. ,1922,922,1922,1922,,,"<event start='1922' end='1922' isDuration='true' title='Arrúe Calvo, Resurrección' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1922-; Basque Country  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=417'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=417'&gt;more...&lt;/a&gt;,n.1922-; Basque Country,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=417,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=417</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
4564,"Arsalaguet Comas, María Rosa",,"Arsalaguet Comas, María Rosa, 1922-",,1922,n.,,n.1922,,,,,1944,exh.,exh.1944,n.1922-exh.1944,1922,1922,,,Barcelona,Spanish,800,,,,Y,0,0,1,MPI |D 1989 08 07 |T 16:54:53,FMA |D 1990 12 12 |T 15:58:17,,"Arsalaguet Comas, María Rosa",A,"Arsalaguet Comas, María Rosa Comas, María Rosa Arsalaguet*","Comas, María Rosa Arsalaguet*",1,"Arsalaguet Comas, María Rosa, 1922-",,423,Barcelona. ,1922,1944,1944,1922,,,"<event start='1922' end='1944' isDuration='true' title='Arsalaguet Comas, María Rosa' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1922-exh.1944; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=423'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=423'&gt;more...&lt;/a&gt;,n.1922-exh.1944; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=423,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=423</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
227,"Avia, Amalia",,"Avia, Amalia, 1930- ",,1930,n.,,n.1930,,,,,1991],[doc.,[doc.1991],n.1930-[doc.1991],1930,1930,,,Madrid,Spanish,800,Painter and printmaker,,,Y,0,0,0,MPI |D 1989 08 16 |T 11:23:24,JEFF |D 1996 06 26 |T 16:31:09,,"Avia, Amalia",A,"Avia, Amalia Avia Peña, Amalia","Avia Peña, Amalia",0,"Avia, Amalia, 1930- ",,457,Madrid. ,1930,991,1991,1930,,,"<event start='1930' end='1991' isDuration='true' title='Avia, Amalia' classname='Painter and printmaker' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1930-[doc.1991]; Painter and printmaker; Madrid  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=457'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=457'&gt;more...&lt;/a&gt;,n.1930-[doc.1991]; Painter and printmaker; Madrid,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=457,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=457</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
284,"Bañuelos, Antonia de (Marquesa de Alcedo)",,"Bañuelos, Antonia de, approximately 1856-",,1856,n.c.,,n.c.1856,1921,m.p.,,m.p.1921,,,,n.c.1856-m.p.1921,1856,1856,,,[n.r.],Spanish,800,,Born in Rome; spent most of her life in Paris.,,Y,,,3,MPI |D 1989 09 12 |T 16:01:50,EW |D 1991 01 17 |T 10:16:30,Born in Rome; spent most of her life in Paris...,"Bañuelos, Antonia de (Marquesa de Alcedo)",B,"Bañuelos, Antonia de (Marquesa de Alcedo) Alcedo, Marquesa de","Alcedo, Marquesa de",3,"Bañuelos, Antonia de, approximately 1856-",,503,[n.r.]. Born in Rome; spent most of her life in Paris.,1856,1921,1921,1856,,Born in Rome; spent most of her life in Paris... &lt;a href='../montias/browserecord.php?-action=browse&amp;-recid=503'&gt;more...&lt;/a&gt;,"<event start='1856' end='1921' isDuration='true' title='Bañuelos, Antonia de (Marquesa de Alcedo)' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.c.1856-m.p.1921; [n.r.]  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=503'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=503'&gt;more...&lt;/a&gt;,n.c.1856-m.p.1921; [n.r.],http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=503,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=503</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
2304,"Baquero y Rosado, Isabel",,"Baquero y Rosado, Isabel, active 1887-1913",,,,,,,,,,1887-1913,op.,op.1887-1913,op.1887-1913,1887,1887,,,Madrid,Spanish,800,,,,Y,0,0,0,MB |D 1992 02 10 |T 12:40:22,MB |D 1992 02 10 |T 12:40:22,,"Baquero y Rosado, Isabel",B,"Baquero y Rosado, Isabel Baquero, Isabel","Baquero, Isabel",0,"Baquero y Rosado, Isabel, active 1887-1913",,507,Madrid. ,1887,1913,1913,1887,,,"<event start='1887' end='1913' isDuration='true' title='Baquero y Rosado, Isabel' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>op.1887-1913; Madrid  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=507'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=507'&gt;more...&lt;/a&gt;,op.1887-1913; Madrid,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=507,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=507</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
281,"Bardasano, Juana Francisca de",,"Bardasano, Juana Francisca de, active 20th century",,,,,,,,,,1935-1937,exh.,exh.1935-1937,exh.1935-1937,1935,1935,,,[n.r.],Spanish,800,Watercolorist,,,Y,0,0,0,MJO |D 1989 09 12 |T 14:51:49,FMA |D 1990 11 07 |T 11:06:26,,"Bardasano, Juana Francisca de",B,"Bardasano, Juana Francisca de ",,0,"Bardasano, Juana Francisca de, active 20th century",,527,[n.r.]. ,1935,1937,1937,1935,,,"<event start='1935' end='1937' isDuration='true' title='Bardasano, Juana Francisca de' classname='Watercolorist' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1935-1937; Watercolorist; [n.r.]  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=527'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=527'&gt;more...&lt;/a&gt;,exh.1935-1937; Watercolorist; [n.r.],http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=527,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=527</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
2460,"Bartolozzi Sánchez, Francis",,"Bartolozzi, Francis, 1908-2004",,1908,n.,,n.1908,,,,,1991],[doc.,[doc.1991],n.1908-[doc.1991],1908,1908,,,Pamplona,Spanish,800,"Painter, printmaker, and stage designer",,,y,,,,IR |D 1992 11 02 |T 14:52:40,IR |D 1992 11 02 |T 14:52:40,,"Bartolozzi Sánchez, Francis",B,"Bartolozzi Sánchez, Francis Bartolozzi, Francis","Bartolozzi, Francis",,"Bartolozzi, Francis, 1908-2004",,554,Pamplona. ,1908,991,1991,1908,,,"<event start='1908' end='1991' isDuration='true' title='Bartolozzi Sánchez, Francis' classname='Painter, printmaker, and stage designer' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1908-[doc.1991]; Painter, printmaker, and stage designer; Pamplona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=554'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=554'&gt;more...&lt;/a&gt;,"n.1908-[doc.1991]; Painter, printmaker, and stage designer; Pamplona",http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=554,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=554</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
297,"Bassas Carrera, Montserrat",,"Bassas Carrera, Montserrat, 1913-",,1913,n.,,n.1913,,,,,1944,exh.,exh.1944,n.1913-exh.1944,1913,1913,,,Barcelona,Spanish,800,,,,Y,0,0,0,MPI |D 1989 09 14 |T 09:33:30,FMA |D 1990 09 10 |T 10:24:05,,"Bassas Carrera, Montserrat",B,"Bassas Carrera, Montserrat Bassas de Salvador, Montserrat","Bassas de Salvador, Montserrat",0,"Bassas Carrera, Montserrat, 1913-",,562,Barcelona. ,1913,1944,1944,1913,,,"<event start='1913' end='1944' isDuration='true' title='Bassas Carrera, Montserrat' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1913-exh.1944; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=562'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=562'&gt;more...&lt;/a&gt;,n.1913-exh.1944; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=562,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=562</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
333,"Bazo Cunchillos, Adela",,"Bazo Cunchillos, Adela, active 1945",,,,,,,,,,1945,exh.,exh.1945,exh.1945,1945,1945,,,Navarre,Spanish,800,,,,Y,0,0,0,MPI |D 1989 09 22 |T 10:15:03,FMA |D 1990 10 12 |T 11:30:45,,"Bazo Cunchillos, Adela",B,"Bazo Cunchillos, Adela Cunchillos, Adela Bazo*","Cunchillos, Adela Bazo*",0,"Bazo Cunchillos, Adela, active 1945",,585,Navarre. ,1945,1945,1945,1945,,,"<event start='1945' end='1945' isDuration='true' title='Bazo Cunchillos, Adela' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1945; Navarre  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=585'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=585'&gt;more...&lt;/a&gt;,exh.1945; Navarre,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=585,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=585</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
1799,"Bedós García-Ciaño, María Teresa",,"Bedós García-Ciaño, María Teresa, 1907-",,1907,n.,,n.1907,,,,,1980,exh.,exh.1980,n.1907-exh.1980,1907,1907,,,Catalonia,Spanish,800,,,,y,0,0,11,IMS |D 1991 03 21 |T 11:48:45,EFP |D 1998 06 09 |T 16:15:55,,"Bedós García-Ciaño, María Teresa",B,"Bedós García-Ciaño, María Teresa Bedós, María Teresa","Bedós, María Teresa",11,"Bedós García-Ciaño, María Teresa, 1907-",,598,Catalonia. ,1907,1980,1980,1907,,,"<event start='1907' end='1980' isDuration='true' title='Bedós García-Ciaño, María Teresa' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1907-exh.1980; Catalonia  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=598'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=598'&gt;more...&lt;/a&gt;,n.1907-exh.1980; Catalonia,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=598,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=598</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
385,"Blanchard, María",,"Blanchard, Maria, 1881-1932",,1881,,,1881,1932,,,1932,,,,1881-1932,1881,1881,,,Madrid,Spanish,800,,Worked in Paris from 1909.,,Y,0,0,13,MJO |D 1989 10 03 |T 17:37:11,JRV |D 1991 02 13 |T 17:11:37,Worked in Paris from 1909...,"Blanchard, María",B,"Blanchard, María Blanchard, M.","Blanchard, M.",13,"Blanchard, Maria, 1881-1932",,678,Madrid. Worked in Paris from 1909.,1881,1932,1932,1881,,Worked in Paris from 1909... &lt;a href='../montias/browserecord.php?-action=browse&amp;-recid=678'&gt;more...&lt;/a&gt;,"<event start='1881' end='1932' isDuration='true' title='Blanchard, María' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>1881-1932; Madrid  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=678'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=678'&gt;more...&lt;/a&gt;,1881-1932; Madrid,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=678,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=678</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
1945,"Bonay, Federica",,"Bonay, Federica, 1877-",,1877,n.,,n.1877,,,,,1944,exh.,exh.1944,n.1877-exh.1944,1877,1877,,,Barcelona,Spanish,800,,,,y,0,0,0,IMS |D 1991 05 14 |T 16:44:22,IMS |D 1991 05 14 |T 16:44:22,,"Bonay, Federica",B,"Bonay, Federica Bonay Mata, Frederica","Bonay Mata, Frederica",0,"Bonay, Federica, 1877-",,711,Barcelona. ,1877,1944,1944,1877,,,"<event start='1877' end='1944' isDuration='true' title='Bonay, Federica' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1877-exh.1944; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=711'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=711'&gt;more...&lt;/a&gt;,n.1877-exh.1944; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=711,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=711</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
1149,"Botet Mundi, Luisa (or Lluïsa)",,"Botet Mundi, Luisa, 1884-",,1884,n.,,n.1884,1951,[m.a.,],[m.a.1951],,,,n.1884-[m.a.1951],1884,1884,,,Catalonia,Spanish,800,,,,y,0,0,1,MPI |D 1990 10 02 |T 13:11:17,IMS |D 1991 03 25 |T 16:48:54,,"Botet Mundi, Luisa (or Lluïsa)",B,"Botet Mundi, Luisa (or Lluïsa) Mundi, Luisa Botet*","Mundi, Luisa Botet*",1,"Botet Mundi, Luisa, 1884-",,753,Catalonia. ,1884,951,1951,1884,,,"<event start='1884' end='1951' isDuration='true' title='Botet Mundi, Luisa (or Lluïsa)' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1884-[m.a.1951]; Catalonia  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=753'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=753'&gt;more...&lt;/a&gt;,n.1884-[m.a.1951]; Catalonia,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=753,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=753</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
447,"Brockmann, Elena",,"Brockmann, Elena, active 19th century",,,,,,,,,,1857-op.c.1895,exh.,exh.1857-op.c.1895,exh.1857-op.c.1895,1857,1857,,,Madrid,Spanish,800,,,,y,0,0,0,MPI |D 1989 10 16 |T 10:45:02,FMA |D 1990 12 11 |T 15:48:00,,"Brockmann, Elena",B,"Brockmann, Elena ",,0,"Brockmann, Elena, active 19th century",,770,Madrid. ,1857,1895,1895,1857,,,"<event start='1857' end='1895' isDuration='true' title='Brockmann, Elena' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1857-op.c.1895; Madrid  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=770'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=770'&gt;more...&lt;/a&gt;,exh.1857-op.c.1895; Madrid,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=770,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=770</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
519,"Cala, Amalia de la",,"Cala, Amalia de la, 1909-",,1909,n.,,n.1909,,,,,1991],[doc.,[doc.1991],n.1909-[doc.1991],1909,1909,,,Cádiz,Spanish,800,,,,y,,,,MPI |D 1989 11 01 |T 10:34:01,IR |D 1990 10 01 |T 15:35:41,,"Cala, Amalia de la",C,"Cala, Amalia de la Cala, Amalia","Cala, Amalia",,"Cala, Amalia de la, 1909-",,857,Cádiz. ,1909,991,1991,1909,,,"<event start='1909' end='1991' isDuration='true' title='Cala, Amalia de la' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1909-[doc.1991]; Cádiz  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=857'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=857'&gt;more...&lt;/a&gt;,n.1909-[doc.1991]; Cádiz,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=857,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=857</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
1086,"Camarón, Elena",,"Camarón, Elena, 1866-",,1866,n.,,n.1866,,,,,1910,doc.,doc.1910,n.1866-doc.1910,1866,1866,,,Madrid,Spanish,800,,,,y,,,1,JRV |D 1990 10 01 |T 11:12:24,IMS |D 1991 03 25 |T 16:41:42,,"Camarón, Elena",C,"Camarón, Elena Camarón, María Elena","Camarón, María Elena",1,"Camarón, Elena, 1866-",,879,Madrid. ,1866,1910,1910,1866,,,"<event start='1866' end='1910' isDuration='true' title='Camarón, Elena' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1866-doc.1910; Madrid  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=879'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=879'&gt;more...&lt;/a&gt;,n.1866-doc.1910; Madrid,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=879,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=879</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
631,"Cardona, María de",,"Cardona, María de",,,,,,1954,m.,,m.1954,1916,op.,op.1916,op.1916-m.1954,1916,1916,,,[Madrid],Spanish,800,Printmaker,,,y,,,,KS |D 1990 03 14 |T 09:55:00,EW |D 1990 09 24 |T 15:16:20,,"Cardona, María de",C,"Cardona, María de ",,,"Cardona, María de",,962,[Madrid]. ,1916,1954,1954,1916,,,"<event start='1916' end='1954' isDuration='true' title='Cardona, María de' classname='Printmaker' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>op.1916-m.1954; Printmaker; [Madrid]  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=962'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=962'&gt;more...&lt;/a&gt;,op.1916-m.1954; Printmaker; [Madrid],http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=962,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=962</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
